sentence_id,instance_id,raw_text,targets
32,2514,"lumayan , tp kamar mandinya kurang bersih & bau .","[{'term': 'null', 'opinion': 'lumayan', 'polarity': 'positive'}, {'term': 'kamar mandinya', 'opinion': 'kurang bersih', 'polarity': 'negative'}, {'term': 'kamar mandinya', 'opinion': 'bau', 'polarity': 'negative'}]"
33,2515,"cukup baik . kekurangan tamu tidak di antar ke kamar . satpam sangat ramah , saluran tv jernih , sarapan pagi enak , selimut tebel . pokoknya rekomen bgt lah","[{'term': 'null', 'opinion': 'cukup baik', 'polarity': 'positive'}, {'term': 'null', 'opinion': 'tamu tidak di antar ke kamar', 'polarity': 'negative'}, {'term': 'satpam', 'opinion': 'sangat ramah', 'polarity': 'positive'}, {'term': 'saluran tv', 'opinion': 'jernih', 'polarity': 'positive'}, {'term': 'sarapan pagi', 'opinion': 'enak', 'polarity': 'positive'}, {'term': 'selimut', 'opinion': 'tebel', 'polarity': 'positive'}, {'term': 'null', 'opinion': 'rekomen bgt lah', 'polarity': 'positive'}]"
34,2516,"shower rusak , penempatan gantungan baju di kamar mandi sebaiknya jgn di samping wc , selimut byk bekas noda . selebihnya oke lah .","[{'term': 'shower', 'opinion': 'rusak', 'polarity': 'negative'}, {'term': 'penempatan gantungan baju di kamar mandi', 'opinion': 'di samping wc', 'polarity': 'negative'}, {'term': 'selimut', 'opinion': 'byk bekas noda', 'polarity': 'negative'}, {'term': 'null', 'opinion': 'oke lah', 'polarity': 'positive'}]"
35,2517,ac nya parah . berisik bersurara . bikin gak bisa tidur sama sekali . lokasi nya susah minta ampun ditemukan .,"[{'term': 'ac nya', 'opinion': 'parah', 'polarity': 'negative'}, {'term': 'ac nya', 'opinion': 'berisik bersurara', 'polarity': 'negative'}, {'term': 'ac nya', 'opinion': 'bikin gak bisa tidur sama sekali', 'polarity': 'negative'}, {'term': 'lokasi nya', 'opinion': 'susah minta ampun ditemukan', 'polarity': 'negative'}]"
36,2518,tidak diberikan snack & perlengkapan di kamar mandi .,"[{'term': 'snack', 'opinion': 'tidak diberikan', 'polarity': 'negative'}, {'term': 'perlengkapan di kamar mandi', 'opinion': 'tidak diberikan', 'polarity': 'negative'}]"
37,2519,kamar sesuai foto . . bagus nyaman tapi sayang shower mandi nya ga bisa pake air dingin terlalu panas mungkin rusak selebih nya sangat bagus sip deh,"[{'term': 'kamar', 'opinion': 'sesuai foto . . bagus nyaman', 'polarity': 'positive'}, {'term': 'shower mandi nya', 'opinion': 'ga bisa pake air dingin terlalu panas mungkin rusak', 'polarity': 'negative'}, {'term': 'null', 'opinion': 'sangat bagus sip deh', 'polarity': 'positive'}]"
38,2520,"lantai dan tempat tidur kurang bersih , akses agak sulit , lainnya sudah sangat baik .","[{'term': 'lantai', 'opinion': 'kurang bersih', 'polarity': 'negative'}, {'term': 'akses', 'opinion': 'agak sulit', 'polarity': 'negative'}, {'term': 'lainnya', 'opinion': 'sudah sangat baik', 'polarity': 'positive'}, {'term': 'tempat tidur', 'opinion': 'kurang bersih', 'polarity': 'negative'}]"
39,2521,kebersihan nya perlu di tingkat kan lg . . . jangan hanya kamar nya doank di bersihin tp luar nya pun hrs di perhatiin . .,"[{'term': 'kebersihan nya', 'opinion': 'perlu di tingkat kan lg', 'polarity': 'negative'}, {'term': 'kamar nya', 'opinion': 'di bersihin', 'polarity': 'positive'}, {'term': 'luar nya', 'opinion': 'hrs di perhatiin', 'polarity': 'negative'}]"
40,2522,air panas susah . . . sedikit banget . . cuman 5 menit abis langsung . . room ok sih,"[{'term': 'air panas', 'opinion': 'susah', 'polarity': 'negative'}, {'term': 'air panas', 'opinion': 'sedikit banget', 'polarity': 'negative'}, {'term': 'room', 'opinion': 'ok', 'polarity': 'positive'}]"
41,2523,gak ada air hangat,"[{'term': 'air hangat', 'opinion': 'gak ada', 'polarity': 'negative'}]"
42,2524,"bedsheet kotor penuh noda , tampak seperti tidak pernah dicuci . handuk putih sudah menguning . bantal ( selain biru kotak merk airy ) tidak disarung . kesan : kotor !","[{'term': 'bedsheet', 'opinion': 'kotor penuh noda', 'polarity': 'negative'}, {'term': 'handuk putih', 'opinion': 'sudah menguning', 'polarity': 'negative'}, {'term': 'bantal', 'opinion': 'tidak disarung', 'polarity': 'negative'}, {'term': 'kesan', 'opinion': 'kotor !', 'polarity': 'negative'}, {'term': 'bedsheet', 'opinion': 'tampak seperti tidak pernah dicuci', 'polarity': 'negative'}]"
43,2525,pelayanannya baik . . . tapi snack nya koq ngga ada lagi ya . . . kemudian bantalnya bau apek . . itu aja masukannya 😁😉,"[{'term': 'pelayanannya', 'opinion': 'baik', 'polarity': 'positive'}, {'term': 'snack nya', 'opinion': 'ngga ada lagi ya', 'polarity': 'negative'}, {'term': 'bantalnya', 'opinion': 'bau apek', 'polarity': 'negative'}]"
44,2526,air hangat . cuma iyu aja yang kurang .,"[{'term': 'air hangat', 'opinion': 'kurang', 'polarity': 'negative'}]"
45,2527,"menginap di city icon memberikan pengalaman berbeda , saya menginap di kamar 306 . kondisi kamar cukup nyaman namun ada yg harus dibenahi yaitu : 1 . posisi tv . seharusnya tv ditempatkan di tembok disebelah kamar mandi sehingga posisi untuk menonton dari kasur lurus . 2 . stop kontak perlu untuk ditambah 1 lagi agar charge handphone bisa langsung 2 .","[{'term': 'kondisi kamar', 'opinion': 'cukup nyaman', 'polarity': 'positive'}, {'term': 'posisi tv', 'opinion': 'seharusnya tv ditempatkan di tembok disebelah kamar mandi sehingga posisi untuk menonton dari kasur lurus', 'polarity': 'negative'}, {'term': 'stop kontak', 'opinion': 'perlu untuk ditambah 1 lagi agar charge handphone bisa langsung 2', 'polarity': 'negative'}]"
46,2528,"makanan , bisa di variasikan lagi saja masakannya . karena terlalu sederhana , dan tidak sesuai dengan harga yang saya bayarkan untuk menginap disana . terima kasih .","[{'term': 'makanan', 'opinion': 'bisa di variasikan lagi saja masakannya', 'polarity': 'negative'}, {'term': 'makanan', 'opinion': 'terlalu sederhana', 'polarity': 'negative'}, {'term': 'harga', 'opinion': 'tidak sesuai dengan harga yang saya bayarkan untuk menginap disana', 'polarity': 'negative'}]"
47,2529,"kecewa sama pelayanannya , di aplikasi jam chek in jam 2 tpi pas sampe sana jam 2 blm bisa chek in dengan alasan tertentu masih ada lagi kamarnya yg kotor sprei yg sperti blm dicuci , lantai kamar yg ada ceceran air pas pertama kali masuk trs yg parahnya sama sekali gak ada peralatan mandi sama sekali seperti handuk pasta gigi sabun dll harga murah tp mengecewakan","[{'term': 'pelayanannya', 'opinion': 'kecewa', 'polarity': 'negative'}, {'term': 'jam chek in', 'opinion': 'blm bisa chek in dengan alasan tertentu', 'polarity': 'negative'}, {'term': 'kamarnya', 'opinion': 'kotor', 'polarity': 'negative'}, {'term': 'sprei', 'opinion': 'sperti blm dicuci', 'polarity': 'negative'}, {'term': 'lantai kamar', 'opinion': 'ada ceceran air', 'polarity': 'negative'}, {'term': 'peralatan mandi', 'opinion': 'sama sekali gak ada', 'polarity': 'negative'}, {'term': 'harga', 'opinion': 'murah', 'polarity': 'positive'}, {'term': 'null', 'opinion': 'mengecewakan', 'polarity': 'negative'}]"
48,2530,pertama datang saya dikasih kamar yg buat berdua padahal saya memesan kamar yg untuk berempat dan tdk ada desain nya airyroom di kamar dan tdk dapat snack kalo tidak di komplain pokok nya kecewa menginap disini,"[{'term': 'kamar', 'opinion': 'dikasih kamar yg buat berdua padahal saya memesan kamar yg untuk berempat', 'polarity': 'negative'}, {'term': 'desain nya airyroom di kamar', 'opinion': 'tdk ada', 'polarity': 'negative'}, {'term': 'snack', 'opinion': 'tdk dapat snack kalo tidak di komplain', 'polarity': 'negative'}, {'term': 'null', 'opinion': 'kecewa menginap disini', 'polarity': 'negative'}]"
49,2531,wifi suka error,"[{'term': 'wifi', 'opinion': 'suka error', 'polarity': 'negative'}]"
50,2532,air panas kurang berfungsi & handuk lembab .,"[{'term': 'air panas', 'opinion': 'kurang berfungsi', 'polarity': 'negative'}, {'term': 'handuk', 'opinion': 'lembab', 'polarity': 'negative'}]"
51,2533,ada beberapa yang harus ditingkatkan lagi seperti tv . hanya bisa menonton beberapa channel bagus dan,"[{'term': 'tv', 'opinion': 'harus ditingkatkan lagi', 'polarity': 'negative'}]"
52,2534,"kurang nyaman karena shower untuk closet duduk tidak ada , kurang bersih kesannya !","[{'term': 'null', 'opinion': 'kurang nyaman', 'polarity': 'negative'}, {'term': 'shower untuk closet duduk', 'opinion': 'tidak ada', 'polarity': 'negative'}]"
53,2535,"plus , kamar bersih , tempat tidur yang cukup empuk . pelayanannya cukup bagus . minus , kamar banyak nyamuknya dan toilet penuh kecoa .","[{'term': 'kamar', 'opinion': 'bersih', 'polarity': 'positive'}, {'term': 'tempat tidur', 'opinion': 'cukup empuk', 'polarity': 'positive'}, {'term': 'pelayanannya', 'opinion': 'cukup bagus', 'polarity': 'positive'}, {'term': 'kamar', 'opinion': 'banyak nyamuknya', 'polarity': 'negative'}, {'term': 'toilet', 'opinion': 'penuh kecoa', 'polarity': 'negative'}]"
54,2536,"pesan 2 kamar , salah satu kamar tidak sesuai dengan pesanan , harusnya ada ac tapi tidak ada , cuma di kasi kasur , tidak standar airyroom . kamar mandi bau , toilet bocor . seprai kurang bersih . lokasi bagus , tidak jauh dari pusat kota .","[{'term': 'salah satu kamar', 'opinion': 'tidak sesuai dengan pesanan', 'polarity': 'negative'}, {'term': 'ac', 'opinion': 'tidak ada', 'polarity': 'negative'}, {'term': 'null', 'opinion': 'tidak standar airyroom', 'polarity': 'negative'}, {'term': 'kamar mandi', 'opinion': 'bau', 'polarity': 'negative'}, {'term': 'toilet', 'opinion': 'bocor', 'polarity': 'negative'}, {'term': 'seprai', 'opinion': 'kurang bersih', 'polarity': 'negative'}, {'term': 'lokasi', 'opinion': 'bagus', 'polarity': 'positive'}, {'term': 'lokasi', 'opinion': 'tidak jauh dari pusat kota', 'polarity': 'positive'}]"
55,2537,overall baik . tapi ac kurang dingin .,"[{'term': 'overall', 'opinion': 'baik', 'polarity': 'positive'}, {'term': 'ac', 'opinion': 'kurang dingin', 'polarity': 'negative'}]"
56,2538,kurang sopan,"[{'term': 'null', 'opinion': 'kurang sopan', 'polarity': 'negative'}]"
57,2539,tempatnya strategis . deket ke mana2 . luas tapi agak jorok,"[{'term': 'tempatnya', 'opinion': 'strategis', 'polarity': 'positive'}, {'term': 'tempatnya', 'opinion': 'deket ke mana2', 'polarity': 'positive'}, {'term': 'tempatnya', 'opinion': 'luas', 'polarity': 'positive'}, {'term': 'tempatnya', 'opinion': 'agak jorok', 'polarity': 'negative'}]"
58,2540,"saya pesan yg twin bedroom . di kasih yg single . ada , 2 air mineral . tapi biasanya ada snack , tadi gak ada . soalnya sebelumnya saya sudah 2 kali pesan @iry ada snack nya ^^ . tp , thx buat numpang tidurnya yaaa","[{'term': 'twin bedroom', 'opinion': 'di kasih yg single', 'polarity': 'negative'}, {'term': 'snack', 'opinion': 'tadi gak ada', 'polarity': 'negative'}]"
59,2541,wastafel macet . kamar kurang bersih di sela lemari banyak sawang,"[{'term': 'wastafel', 'opinion': 'macet', 'polarity': 'negative'}, {'term': 'kamar', 'opinion': 'kurang bersih', 'polarity': 'negative'}, {'term': 'sela lemari', 'opinion': 'banyak sawang', 'polarity': 'negative'}]"
60,2542,pelayanan nya kurang ramah dan tidak bersahabat . . .,"[{'term': 'pelayanan nya', 'opinion': 'kurang ramah', 'polarity': 'negative'}, {'term': 'pelayanan nya', 'opinion': 'tidak bersahabat', 'polarity': 'negative'}]"
61,2543,"kmr sie ok . . , tp g ad air panas , toilet ny g ad tutup ny","[{'term': 'kmr', 'opinion': 'ok', 'polarity': 'positive'}, {'term': 'air panas', 'opinion': 'g ad', 'polarity': 'negative'}, {'term': 'toilet ny', 'opinion': 'g ad tutup ny', 'polarity': 'negative'}]"
62,2544,untuk ditingkatkan kembali kebersihannya,"[{'term': 'kebersihannya', 'opinion': 'ditingkatkan kembali', 'polarity': 'negative'}]"
63,2545,kebersihan kamar diperhatikan,"[{'term': 'kebersihan kamar', 'opinion': 'diperhatikan', 'polarity': 'positive'}]"
64,2546,"ac mati hidup , dan kalau menyala suara ac nya berisik . .","[{'term': 'ac', 'opinion': 'mati hidup', 'polarity': 'negative'}, {'term': 'suara ac nya', 'opinion': 'berisik', 'polarity': 'negative'}]"
65,2547,"tidak jadi menginap , waktu datang pintu gerbang tertutup rapat , ditekan belnya ndak ada yg membuka","[{'term': 'null', 'opinion': 'tidak jadi menginap', 'polarity': 'negative'}, {'term': 'pintu gerbang', 'opinion': 'tertutup rapat', 'polarity': 'negative'}, {'term': 'belnya', 'opinion': 'ndak ada yg membuka', 'polarity': 'negative'}]"
66,2548,"peayanan baik , hanya kamar mandi kurang perawatan dan selimut agak kusam","[{'term': 'peayanan', 'opinion': 'baik', 'polarity': 'positive'}, {'term': 'kamar mandi', 'opinion': 'kurang perawatan', 'polarity': 'negative'}, {'term': 'selimut', 'opinion': 'agak kusam', 'polarity': 'negative'}]"
67,2549,"staff semua ramah dan baik . namun lokasi sangat jauh harga terlalu mahal untuk fasilitas yg minim no wifi di kamar , sarapan hanya nasi goreng , banyak nyamuk","[{'term': 'staff', 'opinion': 'ramah', 'polarity': 'positive'}, {'term': 'lokasi', 'opinion': 'sangat jauh', 'polarity': 'negative'}, {'term': 'harga', 'opinion': 'terlalu mahal', 'polarity': 'negative'}, {'term': 'fasilitas', 'opinion': 'minim', 'polarity': 'negative'}, {'term': 'wifi', 'opinion': 'no wifi di kamar', 'polarity': 'negative'}, {'term': 'sarapan', 'opinion': 'hanya nasi goreng', 'polarity': 'negative'}, {'term': 'nyamuk', 'opinion': 'banyak', 'polarity': 'negative'}, {'term': 'staff', 'opinion': 'baik', 'polarity': 'positive'}]"
68,2550,sepray kasur dan bantalnya tidak diganti . . bau apek . kamar mandi peralatannya tidak terawat,"[{'term': 'sepray kasur', 'opinion': 'tidak diganti . .', 'polarity': 'negative'}, {'term': 'bantalnya', 'opinion': 'tidak diganti . .', 'polarity': 'negative'}, {'term': 'sepray kasur', 'opinion': 'bau apek', 'polarity': 'negative'}, {'term': 'kamar mandi peralatannya', 'opinion': 'tidak terawat', 'polarity': 'negative'}, {'term': 'bantalnya', 'opinion': 'bau apek .', 'polarity': 'negative'}]"
69,2551,"kamar bersih , layanan memuaskan tapi pas wifi error , semoga cepat diperbaiki","[{'term': 'kamar', 'opinion': 'bersih', 'polarity': 'positive'}, {'term': 'layanan', 'opinion': 'memuaskan', 'polarity': 'positive'}, {'term': 'wifi', 'opinion': 'error', 'polarity': 'negative'}, {'term': 'wifi', 'opinion': 'semoga cepat diperbaiki', 'polarity': 'negative'}]"
70,2552,"untuk pertama x saya menginap disini dgn keluarga . pengurusnya mengatakan , jikalau anak kecil kwna charge ? why ? ? alasan tak logis ! saya tidak akan kembali . ke hostel ini lagi . tidak ada tongsampah dikamar . atau didepan kamar . nilai plusnya fasilitas seperti dispenser microwave . kulkas bisa digunakan asalkan dirapikan kembali . overall bad . not recomme","[{'term': 'alasan', 'opinion': 'tak logis', 'polarity': 'negative'}, {'term': 'hostel ini', 'opinion': 'tidak akan kembali', 'polarity': 'negative'}, {'term': 'tongsampah', 'opinion': 'tidak ada tongsampah dikamar . atau didepan kamar .', 'polarity': 'negative'}, {'term': 'fasilitas', 'opinion': 'dispenser microwave . kulkas', 'polarity': 'positive'}, {'term': 'kulkas', 'opinion': 'bisa digunakan asalkan dirapikan kembali', 'polarity': 'positive'}, {'term': 'overall', 'opinion': 'bad', 'polarity': 'negative'}, {'term': 'null', 'opinion': 'not recomme', 'polarity': 'negative'}]"
71,2553,"murat , lumayan laah tapi banyak kecoa kecil kamarnya , dan selimutnya kurang bersih banyak bercaknya","[{'term': 'murat', 'opinion': 'lumayan laah', 'polarity': 'positive'}, {'term': 'kamarnya', 'opinion': 'banyak kecoa kecil', 'polarity': 'negative'}, {'term': 'selimutnya', 'opinion': 'kurang bersih banyak bercaknya', 'polarity': 'negative'}]"
72,2554,karena terlalu banyak kamar jadi tidak diperhatikan masalah kebersihan .,"[{'term': 'kamar', 'opinion': 'terlalu banyak', 'polarity': 'positive'}, {'term': 'kebersihan', 'opinion': 'tidak diperhatikan', 'polarity': 'negative'}]"
73,2555,"cukup baik , pelayanan ramah , cuman sprei agak kotor dan lantai nya sedikit lengket . . .","[{'term': 'null', 'opinion': 'cukup baik', 'polarity': 'positive'}, {'term': 'pelayanan', 'opinion': 'ramah', 'polarity': 'positive'}, {'term': 'sprei', 'opinion': 'agak kotor', 'polarity': 'negative'}, {'term': 'lantai nya', 'opinion': 'sedikit lengket', 'polarity': 'negative'}]"
74,2556,wifi tolong diperbaiki . . ada 2 yg satu sekali tdk ada internet satu lagi tdk stabil sinyalnya . .,"[{'term': 'wifi', 'opinion': 'tolong diperbaiki', 'polarity': 'negative'}]"
75,2557,nggak ada air panasnya,"[{'term': 'air panasnya', 'opinion': 'nggak ada', 'polarity': 'negative'}]"
76,2558,"hotelnya bersih . . . . . . pelayanan nya baik , staffnya ramah . tapi air panasnya tdk berfungsi .","[{'term': 'hotelnya', 'opinion': 'bersih', 'polarity': 'positive'}, {'term': 'pelayanan nya', 'opinion': 'baik', 'polarity': 'positive'}, {'term': 'staffnya', 'opinion': 'ramah', 'polarity': 'positive'}, {'term': 'air panasnya', 'opinion': 'tdk berfungsi', 'polarity': 'negative'}]"
77,2559,"kamar cukup luas dan lokasi strategis dkt dengan kampus , mall , tempag makan tapi kamar mandi kotor d","[{'term': 'kamar', 'opinion': 'cukup luas', 'polarity': 'positive'}, {'term': 'lokasi', 'opinion': 'strategis', 'polarity': 'positive'}, {'term': 'kamar mandi', 'opinion': 'kotor', 'polarity': 'negative'}, {'term': 'lokasi', 'opinion': 'dkt dengan kampus , mall , tempag makan', 'polarity': 'positive'}]"
78,2560,oke . sayang sinyal wifi di kamar atas jelek,"[{'term': 'sinyal wifi di kamar atas', 'opinion': 'jelek', 'polarity': 'negative'}, {'term': 'null', 'opinion': 'oke', 'polarity': 'positive'}]"
79,2561,lokasi dari jalan kramat 5 masih masuk gang kecil jadi sulit ditemukan . . plang nama airy harusnya dipasang di tepi jalan kramat 5 agar mudah ditemukan . air panas kadang berfungsi kadang tidak .,"[{'term': 'lokasi', 'opinion': 'sulit ditemukan', 'polarity': 'negative'}, {'term': 'plang nama airy', 'opinion': 'harusnya dipasang di tepi jalan kramat 5 agar mudah ditemukan', 'polarity': 'negative'}, {'term': 'air panas', 'opinion': 'kadang berfungsi kadang tidak', 'polarity': 'negative'}]"
80,2562,pelayanan memuaskan . cuman bantal airy kotor seperti tidak d cuci . dan tempat penyimpanan bantal biru airy kotor .,"[{'term': 'pelayanan', 'opinion': 'memuaskan', 'polarity': 'positive'}, {'term': 'bantal airy', 'opinion': 'kotor', 'polarity': 'negative'}, {'term': 'tempat penyimpanan bantal biru airy', 'opinion': 'kotor', 'polarity': 'negative'}, {'term': 'bantal airy', 'opinion': 'seperti tidak d cuci', 'polarity': 'negative'}]"
